iteracion,mejor_fitness,error_knn,pct_reduccion,num_caracteristicas,diversidad_poblacion
1,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,5.034879951542925
2,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,4.724715687107643
3,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,4.457498112039678
4,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,4.392326745960882
5,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,4.390743425080276
6,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,4.111852514106731
7,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,4.162867029185629
8,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.8171151467934576
9,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.911798335851584
10,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.910693760835768
11,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.90865237449158
12,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.7817671283677345
13,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.66559972521855
14,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.5650966813331024
15,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.4160175607226515
16,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.4160175607226515
17,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.4160175607226515
18,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.4160175607226515
19,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.6042249687156027
20,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.6667908728577747
21,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.666791015640936
22,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.666791015640936
23,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.6637326934264993
24,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.6637326934264993
25,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.434871733371898
26,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.434871733371898
27,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.139586780452945
28,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,3.139586780452945
29,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.8576361276059186
30,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.8576405188684646
31,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.857607459266222
32,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.8576109194124966
33,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.8576109194124966
34,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.858144565688969
35,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.858144565688969
36,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.858144565688969
37,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.859774234895438
38,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.8059796833224664
39,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.805964364175368
40,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.8058213839151724
41,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.704534065903628
42,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.704534065903628
43,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.7045050539947013
44,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.7045050539947013
45,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.7045050539947013
46,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.7045050539947013
47,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.7045050539947013
48,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.9792556262380354
49,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.9792556262380354
50,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.9792505589301475
51,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.979440911059958
52,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.979440911059958
53,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.979440911059958
54,0.05916666666666667,0.03749999999999998,0.3333333333333333,10,2.979440911059958
55,0.055833333333333346,0.050000000000000044,0.4,12,2.784263351927286
56,0.055833333333333346,0.050000000000000044,0.4,12,2.784248890404824
57,0.055833333333333346,0.050000000000000044,0.4,12,2.784248890404824
58,0.055833333333333346,0.050000000000000044,0.4,12,2.784248890404824
59,0.055833333333333346,0.050000000000000044,0.4,12,2.731735578895043
60,0.055833333333333346,0.050000000000000044,0.4,12,2.731735578895043
61,0.055833333333333346,0.050000000000000044,0.4,12,2.731735578895043
62,0.055833333333333346,0.050000000000000044,0.4,12,2.731735578895043
63,0.055833333333333346,0.050000000000000044,0.4,12,2.731668281397985
64,0.055833333333333346,0.050000000000000044,0.4,12,2.731668281397985
65,0.055833333333333346,0.050000000000000044,0.4,12,2.976355395976768
66,0.055833333333333346,0.050000000000000044,0.4,12,2.9765046109334903
67,0.055833333333333346,0.050000000000000044,0.4,12,2.977363384702426
68,0.055833333333333346,0.050000000000000044,0.4,12,2.977363384702426
69,0.055833333333333346,0.050000000000000044,0.4,12,2.977363384702426
70,0.055833333333333346,0.050000000000000044,0.4,12,2.977363384702426
71,0.055833333333333346,0.050000000000000044,0.4,12,2.9776317989227703
72,0.055833333333333346,0.050000000000000044,0.4,12,2.9776317989227703
73,0.055833333333333346,0.050000000000000044,0.4,12,2.977963340554964
74,0.055833333333333346,0.050000000000000044,0.4,12,2.977963340554964
75,0.055833333333333346,0.050000000000000044,0.4,12,2.977963340554964
76,0.055833333333333346,0.050000000000000044,0.4,12,2.733548824051453
77,0.055833333333333346,0.050000000000000044,0.4,12,2.733548824051453
78,0.055833333333333346,0.050000000000000044,0.4,12,2.733548824051453
79,0.055833333333333346,0.050000000000000044,0.4,12,2.7347322621347363
80,0.055833333333333346,0.050000000000000044,0.4,12,2.7347322621347363
81,0.055833333333333346,0.050000000000000044,0.4,12,2.735395344775646
82,0.055833333333333346,0.050000000000000044,0.4,12,2.735395344775646
83,0.055833333333333346,0.050000000000000044,0.4,12,2.735350684539996
84,0.055833333333333346,0.050000000000000044,0.4,12,2.735350684539996
85,0.055833333333333346,0.050000000000000044,0.4,12,2.7353506845498305
86,0.055833333333333346,0.050000000000000044,0.4,12,2.7353506845498305
87,0.055833333333333346,0.050000000000000044,0.4,12,2.9805350633673253
88,0.055833333333333346,0.050000000000000044,0.4,12,2.9805350633673253
89,0.055833333333333346,0.050000000000000044,0.4,12,2.9805350633673253
90,0.055833333333333346,0.050000000000000044,0.4,12,2.9805350633673253
91,0.055833333333333346,0.050000000000000044,0.4,12,2.980570915621506
92,0.055833333333333346,0.050000000000000044,0.4,12,2.9805901786474016
93,0.055833333333333346,0.050000000000000044,0.4,12,2.9805901786474016
94,0.055833333333333346,0.050000000000000044,0.4,12,2.917341956691881
95,0.055833333333333346,0.050000000000000044,0.4,12,2.916953762228651
96,0.055833333333333346,0.050000000000000044,0.4,12,2.916953762228651
97,0.055833333333333346,0.050000000000000044,0.4,12,2.916953762228651
98,0.055833333333333346,0.050000000000000044,0.4,12,2.916953762228651
99,0.055833333333333346,0.050000000000000044,0.4,12,2.916953762228651
100,0.055833333333333346,0.050000000000000044,0.4,12,2.916953762228651
